beleg_id,datum,dateiname,betrag_chf,status,verknuepfung,notiz
B-2026-0001,2026-06-26,B-2026-0001_bueromaterial_tipp-ex-karteikarten-zeichenblock_9-97.jpg,9.97,vorhanden,ausgaben.csv,Erster Beleg fuer Bueromaterial
