datum,kategorie,beschreibung,betrag_chf,zahlungsmittel,projekt,belegstatus,beleg_id,notiz
2026-06-26,Bueromaterial,"Tipp-Ex, Karteikarten, Zeichenblock",9.97,Privatkarte,L-BWoods / L-Digital,vorhanden,B-2026-0001,Geschaeftliche Erstausstattung
